"medication_definition_id"|"medication"|"problem_definition_id"|"problem"|"patient_link_frequency"|"link_ratio"
"100036"|"Kineret 100 MG/0.67ML Subcutaneous Solution"|"70460"|"Adult Still's Disease"|"2"|"1"
"100104"|"Frova 2.5 MG Oral Tablet"|"74533"|"Migraine Headache"|"3"|"0.3"
"100104"|"Frova 2.5 MG Oral Tablet"|"74537"|"Common Migraine (Without Aura)"|"3"|"0.5"
"100104"|"Frova 2.5 MG Oral Tablet"|"74538"|"Common Migraine (Without Aura) With Intractable Migraine"|"2"|"1"
"100105"|"Tracleer 62.5 MG Oral Tablet"|"63484"|"Pulmonary Hypertension"|"3"|"0.5"
"100106"|"Tracleer 125 MG Oral Tablet"|"63484"|"Pulmonary Hypertension"|"21"|"0.875"
"100106"|"Tracleer 125 MG Oral Tablet"|"63488"|"Secondary Pulmonary Hypertension"|"8"|"0.571429"
"100186"|"Clarinex 5 MG Oral Tablet"|"62598"|"Allergic Rhinitis"|"27"|"0.54"
"100186"|"Clarinex 5 MG Oral Tablet"|"87011"|"Drip Or Drainage Down Throat From Above"|"2"|"0.666667"
"100210"|"Aspirin 81 MG Oral Tablet Delayed Release"|"62975"|"Coronary Artery Disease"|"7"|"0.318182"
"100210"|"Aspirin 81 MG Oral Tablet Delayed Release"|"63217"|"Congestive Heart Failure"|"2"|"0.25"
"100217"|"Lisinopril 20 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"38"|"0.116923"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63173"|"Cardiomyopathy"|"3"|"0.142857"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63174"|"Dilated Cardiomyopathy"|"6"|"0.4"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63217"|"Congestive Heart Failure"|"18"|"0.119205"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63233"|"Benign Hypertensive Heart Disease With Congestive Heart
Failure"|"3"|"0.75"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63285"|"Mitral Regurgitation"|"3"|"0.2"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63467"|"Hypertension"|"357"|"0.407534"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63468"|"Essential Hypertension"|"185"|"0.528571"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63469"|"Systolic Hypertension"|"2"|"0.5"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"162"|"0.529412"
"100217"|"Lisinopril 20 MG Oral Tablet"|"63471"|"Accelerated Essential Hypertension"|"3"|"0.272727"
"100217"|"Lisinopril 20 MG Oral Tablet"|"65676"|"Nephrotic Syndrome Due To Focal Segmental Sclerosing
Glomerulonephritis"|"2"|"0.5"
"100217"|"Lisinopril 20 MG Oral Tablet"|"69388"|"Type I Diabetes Mellitus - Uncontrolled"|"3"|"0.230769"
"100217"|"Lisinopril 20 MG Oral Tablet"|"70475"|"Scleroderma"|"3"|"0.333333"
"100217"|"Lisinopril 20 MG Oral Tablet"|"250862"|"Chronic Combined Systolic And Diastolic Congestive Heart
Failure"|"2"|"0.285714"
"100217"|"Lisinopril 20 MG Oral Tablet"|"250864"|"Diastolic Congestive Heart Failure"|"2"|"0.4"
"100217"|"Lisinopril 20 MG Oral Tablet"|"270712"|"ACP Staging Stage 1 Hypertension: 140-159 / 9099"|"3"|"0.333333"
"100217"|"Lisinopril 20 MG Oral Tablet"|"270715"|"ACP Staging Stage 2 Hypertension: Greater Than Or =
160/100"|"2"|"0.333333"
"100217"|"Lisinopril 20 MG Oral Tablet"|"274604"|"Chronic Kidney Disease, Stage 1"|"2"|"0.333333"
"100217"|"Lisinopril 20 MG Oral Tablet"|"274611"|"Nephritis Due To SLE"|"2"|"0.5"
"100220"|"Mineral Oil Rectal Enema"|"166777"|"Constipation"|"2"|"1"
"100228"|"SulfaSALAzine 500 MG Oral Tablet Delayed Release"|"70455"|"Rheumatoid Arthritis"|"12"|"0.923077"
"100228"|"SulfaSALAzine 500 MG Oral Tablet Delayed Release"|"70706"|"Ankylosing Spondylitis"|"8"|"1"
"100228"|"SulfaSALAzine 500 MG Oral Tablet Delayed Release"|"70722"|"Spondylitis"|"4"|"1"
"100229"|"Testosterone Cypionate 200 MG/ML Intramuscular Oil"|"69214"|"Hypopituitarism"|"2"|"0.5"
"100229"|"Testosterone Cypionate 200 MG/ML Intramuscular Oil"|"69588"|"Hypogonadism"|"13"|"0.65"
"100229"|"Testosterone Cypionate 200 MG/ML Intramuscular Oil"|"69597"|"Micropenis"|"2"|"0.5"
"100229"|"Testosterone Cypionate 200 MG/ML Intramuscular Oil"|"76651"|"Male Erectile Disorder"|"2"|"0.25"
"100229"|"Testosterone Cypionate 200 MG/ML Intramuscular Oil"|"168513"|"Hypogonadotrophic
Hypogonadism"|"3"|"0.75"
"100239"|"Cefuroxime Axetil 250 MG Oral Tablet"|"65762"|"Urinary Tract Infection"|"2"|"0.666667"
"100240"|"Cefuroxime Axetil 500 MG Oral Tablet"|"62578"|"Acute Sinusitis"|"2"|"0.666667"
"100240"|"Cefuroxime Axetil 500 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"2"|"0.666667"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"100240"|"Cefuroxime Axetil 500 MG Oral Tablet"|"64126"|"Pneumonia"|"3"|"0.75"
"100240"|"Cefuroxime Axetil 500 MG Oral Tablet"|"251528"|"Acute Otitis Media"|"2"|"0.666667"
"100245"|"Desonide 0.05 % External Lotion"|"70112"|"Atopic Dermatitis"|"2"|"0.4"
"100245"|"Desonide 0.05 % External Lotion"|"278350"|"Eczema"|"7"|"0.875"
"100246"|"Flecainide Acetate 100 MG Oral Tablet"|"62908"|"Automatic Atrial Tachycardia"|"2"|"0.5"
"100246"|"Flecainide Acetate 100 MG Oral Tablet"|"62916"|"Atrial Fibrillation"|"15"|"0.714286"
"100246"|"Flecainide Acetate 100 MG Oral Tablet"|"62926"|"Premature Ventricular Contractions"|"2"|"1"
"100247"|"Flecainide Acetate 150 MG Oral Tablet"|"62916"|"Atrial Fibrillation"|"8"|"0.8"
"100248"|"Flecainide Acetate 50 MG Oral Tablet"|"62908"|"Automatic Atrial Tachycardia"|"2"|"1"
"100248"|"Flecainide Acetate 50 MG Oral Tablet"|"62916"|"Atrial Fibrillation"|"12"|"0.75"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"61038"|"Dizziness"|"2"|"0.666667"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"61041"|"Fainting (Syncope)"|"4"|"0.444444"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"69464"|"Congenital Adrenal Hyperplasia"|"19"|"0.863636"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"69465"|"21-hydroxylase Deficiency (Salt
Losing)"|"5"|"0.625"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"69526"|"Hypotension"|"2"|"1"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"69527"|"Orthostatic Hypotension"|"7"|"0.538462"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"75080"|"Parkinson's Disease"|"2"|"0.222222"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"291853"|"Adrenal Insufficiency"|"5"|"0.833333"
"100249"|"Fludrocortisone Acetate 0.1 MG Oral Tablet"|"291855"|"Addisonian Crisis"|"2"|"1"
"100253"|"Lisinopril 10 MG Oral Tablet"|"34588"|"Proteinuria"|"17"|"0.265625"
"100253"|"Lisinopril 10 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"34"|"0.107256"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63148"|"2-vessel Coronary Artery Stenosis"|"3"|"0.272727"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63173"|"Cardiomyopathy"|"7"|"0.269231"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63174"|"Dilated Cardiomyopathy"|"6"|"0.25"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63217"|"Congestive Heart Failure"|"21"|"0.157895"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63224"|"Congestive Heart Failure With Systolic And Diastolic
Dysfunction"|"2"|"0.666667"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63233"|"Benign Hypertensive Heart Disease With Congestive Heart
Failure"|"3"|"0.375"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63285"|"Mitral Regurgitation"|"4"|"0.190476"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63467"|"Hypertension"|"355"|"0.378465"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63468"|"Essential Hypertension"|"168"|"0.491228"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"183"|"0.554545"
"100253"|"Lisinopril 10 MG Oral Tablet"|"63471"|"Accelerated Essential Hypertension"|"3"|"0.25"
"100253"|"Lisinopril 10 MG Oral Tablet"|"65674"|"Nephrotic Syndrome"|"2"|"0.25"
"100253"|"Lisinopril 10 MG Oral Tablet"|"69380"|"Diabetes Mellitus"|"18"|"0.0336449"
"100253"|"Lisinopril 10 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"4"|"0.137931"
"100253"|"Lisinopril 10 MG Oral Tablet"|"250579"|"Blood Pressure Isolated Elevated"|"16"|"0.258065"
"100253"|"Lisinopril 10 MG Oral Tablet"|"270712"|"ACP Staging Stage 1 Hypertension: 140-159 / 9099"|"3"|"0.428571"
"100253"|"Lisinopril 10 MG Oral Tablet"|"270715"|"ACP Staging Stage 2 Hypertension: Greater Than Or =
160/100"|"5"|"0.555556"
"100253"|"Lisinopril 10 MG Oral Tablet"|"274611"|"Nephritis Due To SLE"|"2"|"0.25"
"100253"|"Lisinopril 10 MG Oral Tablet"|"274717"|"Microalbuminuria"|"7"|"0.269231"
"100253"|"Lisinopril 10 MG Oral Tablet"|"282327"|"Prehypertension"|"2"|"0.285714"
"100254"|"Lisinopril 40 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"20"|"0.0877193"
"100254"|"Lisinopril 40 MG Oral Tablet"|"63148"|"2-vessel Coronary Artery Stenosis"|"2"|"0.2"
"100254"|"Lisinopril 40 MG Oral Tablet"|"63467"|"Hypertension"|"261"|"0.442373"
"100254"|"Lisinopril 40 MG Oral Tablet"|"63468"|"Essential Hypertension"|"127"|"0.477444"
"100254"|"Lisinopril 40 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"118"|"0.515284"
"100254"|"Lisinopril 40 MG Oral Tablet"|"63471"|"Accelerated Essential Hypertension"|"4"|"0.266667"
"100254"|"Lisinopril 40 MG Oral Tablet"|"65689"|"Nephrosclerosis With Benign Hypertension"|"2"|"0.5"
"100254"|"Lisinopril 40 MG Oral Tablet"|"270712"|"ACP Staging Stage 1 Hypertension: 140-159 / 90file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

99"|"2"|"0.285714"
"100254"|"Lisinopril 40 MG Oral Tablet"|"274672"|"Chronic Kidney Disease, Stage 4"|"2"|"0.25"
"100255"|"Lisinopril 5 MG Oral Tablet"|"34588"|"Proteinuria"|"18"|"0.409091"
"100255"|"Lisinopril 5 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"21"|"0.107143"
"100255"|"Lisinopril 5 MG Oral Tablet"|"63217"|"Congestive Heart Failure"|"16"|"0.192771"
"100255"|"Lisinopril 5 MG Oral Tablet"|"63224"|"Congestive Heart Failure With Systolic And Diastolic
Dysfunction"|"3"|"1"
"100255"|"Lisinopril 5 MG Oral Tablet"|"63467"|"Hypertension"|"159"|"0.355705"
"100255"|"Lisinopril 5 MG Oral Tablet"|"63468"|"Essential Hypertension"|"68"|"0.444444"
"100255"|"Lisinopril 5 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"77"|"0.531034"
"100255"|"Lisinopril 5 MG Oral Tablet"|"65578"|"Primary IgA Nephritis"|"2"|"0.666667"
"100255"|"Lisinopril 5 MG Oral Tablet"|"65674"|"Nephrotic Syndrome"|"3"|"0.333333"
"100255"|"Lisinopril 5 MG Oral Tablet"|"69380"|"Diabetes Mellitus"|"17"|"0.062963"
"100255"|"Lisinopril 5 MG Oral Tablet"|"69388"|"Type I Diabetes Mellitus - Uncontrolled"|"4"|"0.25"
"100255"|"Lisinopril 5 MG Oral Tablet"|"69402"|"Diabetes Mellitus Poorly Controlled"|"9"|"0.142857"
"100255"|"Lisinopril 5 MG Oral Tablet"|"70475"|"Scleroderma"|"3"|"0.3"
"100255"|"Lisinopril 5 MG Oral Tablet"|"75356"|"Cerebral Embolism - With Cerebral Infarction"|"2"|"0.222222"
"100255"|"Lisinopril 5 MG Oral Tablet"|"80847"|"Renal Cell Carcinoma"|"2"|"0.666667"
"100255"|"Lisinopril 5 MG Oral Tablet"|"250579"|"Blood Pressure Isolated Elevated"|"8"|"0.216216"
"100255"|"Lisinopril 5 MG Oral Tablet"|"250862"|"Chronic Combined Systolic And Diastolic Congestive Heart
Failure"|"2"|"0.666667"
"100255"|"Lisinopril 5 MG Oral Tablet"|"250918"|"Chronic Systolic Congestive Heart Failure"|"2"|"0.333333"
"100255"|"Lisinopril 5 MG Oral Tablet"|"270715"|"ACP Staging Stage 2 Hypertension: Greater Than Or =
160/100"|"2"|"0.5"
"100255"|"Lisinopril 5 MG Oral Tablet"|"274717"|"Microalbuminuria"|"7"|"0.466667"
"100256"|"Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet"|"63467"|"Hypertension"|"75"|"0.340909"
"100256"|"Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet"|"63468"|"Essential Hypertension"|"83"|"0.643411"
"100256"|"Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet"|"63470"|"Benign Essential
Hypertension"|"76"|"0.649573"
"100256"|"Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet"|"63471"|"Accelerated Essential
Hypertension"|"2"|"0.5"
"100257"|"Lisinopril-Hydrochlorothiazide 20-25 MG Oral Tablet"|"63467"|"Hypertension"|"114"|"0.497817"
"100257"|"Lisinopril-Hydrochlorothiazide 20-25 MG Oral Tablet"|"63468"|"Essential Hypertension"|"63"|"0.623762"
"100257"|"Lisinopril-Hydrochlorothiazide 20-25 MG Oral Tablet"|"63470"|"Benign Essential
Hypertension"|"71"|"0.612069"
"100257"|"Lisinopril-Hydrochlorothiazide 20-25 MG Oral Tablet"|"257908"|"Essential
Hypertriglyceridemia"|"2"|"0.666667"
"100257"|"Lisinopril-Hydrochlorothiazide 20-25 MG Oral Tablet"|"270712"|"ACP Staging Stage 1 Hypertension: 140159 / 90-99"|"2"|"0.4"
"100258"|"Mefloquine HCl 250 MG Oral Tablet"|"265849"|"Need For Prophylactic Antibiotics"|"11"|"1"
"100258"|"Mefloquine HCl 250 MG Oral Tablet"|"296447"|"Preventive Medicine Counseling About
Travel"|"3"|"0.428571"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"66433"|"Pregnancy Complicated By Diabetes
Mellitus"|"2"|"0.666667"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"67902"|"Metabolic Disorders"|"6"|"0.333333"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69380"|"Diabetes Mellitus"|"296"|"0.372796"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69381"|"Type II Diabetes Mellitus"|"129"|"0.369628"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"32"|"0.421053"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69386"|"Type II Diabetes Mellitus With Complication Uncontrolled"|"2"|"0.222222"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69388"|"Type I Diabetes Mellitus - Uncontrolled"|"7"|"0.4375"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69401"|"Diabetes Mellitus Under Control"|"15"|"0.555556"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69402"|"Diabetes Mellitus Poorly Controlled"|"90"|"0.508475"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69459"|"Alimentary Hypoglycemia"|"2"|"1"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69461"|"Prediabetes"|"30"|"0.545455"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69549"|"Polycystic Ovarian Syndrome"|"34"|"0.435897"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"69605"|"Acanthosis Nigricans"|"11"|"0.314286"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"79017"|"Hepatocellular Carcinoma Of The Liver"|"6"|"0.5"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"79148"|"Malignant Pancreatic Neoplasm"|"3"|"0.428571"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"80841"|"Malignant Neoplasm Of The Kidney"|"2"|"1"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"80847"|"Renal Cell Carcinoma"|"25"|"0.892857"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"167265"|"Dysmetabolic Syndrome X"|"4"|"0.235294"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"181372"|"Renal Carcinoma"|"3"|"0.6"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"181397"|"Adenoid Squamous Cell Carcinoma Of The
Kidney"|"2"|"1"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"247787"|"Endocrine Laboratory Tests Nonspecific Abnormal
Findings"|"2"|"0.5"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"258942"|"Type II Diabetes Mellitus - Uncomplicated,
Controlled"|"18"|"0.428571"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"258964"|"Impaired Fasting Glucose"|"3"|"0.25"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"258965"|"Impaired Glucose Tolerance Test"|"2"|"0.666667"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"260344"|"Liver Cancer"|"3"|"0.75"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"260898"|"Kidney Cancer"|"9"|"0.6"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"278285"|"Abnormal Glucose"|"3"|"0.2"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"278297"|"Glucose Intolerance"|"4"|"0.285714"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"278396"|"Hirsutism"|"4"|"0.4"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"278812"|"Prostate Cancer"|"13"|"0.382353"
"100259"|"MetFORMIN HCl 500 MG Oral Tablet"|"283296"|"Abnormal Weight Gain"|"6"|"0.157895"
"100260"|"Misoprostol 100 MCG Oral Tablet"|"66176"|"Cervical Stenosis/Stricture"|"3"|"0.75"
"100261"|"Misoprostol 200 MCG Oral Tablet"|"66070"|"Menorrhagia"|"2"|"0.666667"
"100261"|"Misoprostol 200 MCG Oral Tablet"|"66074"|"Postmenopausal Bleeding"|"2"|"0.5"
"100261"|"Misoprostol 200 MCG Oral Tablet"|"66567"|"Abortion"|"2"|"1"
"100261"|"Misoprostol 200 MCG Oral Tablet"|"66698"|"Missed Abortion"|"5"|"1"
"100261"|"Misoprostol 200 MCG Oral Tablet"|"80664"|"Leiomyoma Of The Uterus"|"2"|"0.666667"
"100262"|"Mometasone Furoate 0.1 % External Ointment"|"70112"|"Atopic Dermatitis"|"20"|"0.952381"
"100262"|"Mometasone Furoate 0.1 % External Ointment"|"93705"|"Dermatitis"|"4"|"1"
"100262"|"Mometasone Furoate 0.1 % External Ointment"|"278350"|"Eczema"|"4"|"0.8"
"100264"|"Nizatidine 150 MG Oral Capsule"|"64688"|"Esophageal Reflux"|"4"|"0.666667"
"100268"|"Tretinoin 0.01 % External Gel"|"69606"|"Acne"|"5"|"0.714286"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"34588"|"Proteinuria"|"2"|"0.222222"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"7"|"0.152174"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"63173"|"Cardiomyopathy"|"3"|"0.375"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"63217"|"Congestive Heart Failure"|"5"|"0.15625"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"63467"|"Hypertension"|"24"|"0.244898"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"63468"|"Essential Hypertension"|"8"|"0.222222"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"14"|"0.4375"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"65674"|"Nephrotic Syndrome"|"3"|"1"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"3"|"0.6"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"69402"|"Diabetes Mellitus Poorly Controlled"|"4"|"0.190476"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"2"|"0.333333"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"250579"|"Blood Pressure Isolated Elevated"|"4"|"0.5"
"100270"|"Lisinopril 2.5 MG Oral Tablet"|"274717"|"Microalbuminuria"|"5"|"0.384615"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"31947"|"Lumbago"|"4"|"0.173913"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"60828"|"Headache"|"11"|"0.142857"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"2"|"0.2"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"69424"|"Diabetic Peripheral Neuropathy"|"4"|"0.129032"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"100274"|"TraMADol HCl 50 MG Oral Tablet"|"69434"|"Diabetic Autonomic Neuropathy"|"2"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"69660"|"Chronic Cutaneous Ulcer"|"3"|"0.3"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70146"|"Osteoarthritis"|"52"|"0.376812"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70188"|"Localized Osteoarthritis Of The Shoulder"|"2"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70191"|"Localized Osteoarthritis Of The Hand"|"4"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70193"|"Localized Osteoarthritis Of The Knee"|"6"|"0.352941"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70196"|"Generalized Osteoarthritis"|"3"|"0.333333"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70219"|"Osteoarthritis Of The Knee"|"13"|"0.393939"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70221"|"Osteoarthritis Of Multiple Sites"|"9"|"0.6"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70382"|"Arthropathy Of Multiple Sites"|"4"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70384"|"Gout"|"4"|"0.148148"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70388"|"Chronic Tophaceous Gout"|"2"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"52"|"0.611765"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70472"|"Systemic Lupus Erythematosus"|"21"|"0.466667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70475"|"Scleroderma"|"17"|"0.566667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70479"|"Sicca Syndrome"|"2"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70500"|"Polymyalgia Rheumatica"|"3"|"0.15"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70704"|"Symmetric Polyarticular Inflammation"|"2"|"0.25"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70706"|"Ankylosing Spondylitis"|"4"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70719"|"Psoriatic Arthropathy"|"4"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70721"|"Sacroiliitis"|"3"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"70722"|"Spondylitis"|"2"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73450"|"Sprained Ribs"|"2"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73454"|"Lumbar Sprain"|"2"|"0.5"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73458"|"Chronic Strained Lumbosacral Ligament"|"2"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73464"|"Lower Back Sprain"|"3"|"0.3"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73551"|"Tendonitis"|"4"|"0.307692"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73578"|"Tendonitis Of The Achilles Tendon"|"2"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73608"|"Subacromial Bursitis"|"2"|"0.222222"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73666"|"Backache"|"30"|"0.294118"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73671"|"Lumbar Disc Degeneration"|"2"|"0.4"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73698"|"Lumbar Spondylosis"|"3"|"0.375"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"73700"|"Lumbar Spondylosis With Myelopathy"|"3"|"1"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"74006"|"Avascular Necrosis"|"3"|"0.428571"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"74530"|"Tension-type Headache"|"4"|"0.181818"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"74534"|"Classic Migraine (With Aura)"|"3"|"0.142857"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75125"|"Multiple Sclerosis"|"7"|"0.225806"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75486"|"Trigeminal Neuralgia"|"2"|"0.25"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75579"|"Spondylosis Without Myelopathy"|"4"|"0.666667"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75601"|"Polyneuropathy"|"3"|"0.3"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75717"|"Cervicalgia"|"5"|"0.16129"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75728"|"Sciatica"|"5"|"0.217391"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"75812"|"Myalgia And Myositis"|"11"|"0.314286"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"76610"|"Chronic Pain Syndrome"|"4"|"0.235294"
"100274"|"TraMADol HCl 50 MG Oral Tablet"|"76847"|"AIDS Polyneuropathy"|"2"|"0.666667"
