medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
97553	Clindamycin HCl 300 MG Oral Capsule	288790	Bacterial Vaginosis	10	0.37037	284215	2582	Clindamycin	DOID:3385	bacterial vaginosis
97554	Clindamycin Phosphate 1 % External Gel	69606	Acne	7	0.388889	309332	2582	Clindamycin	DOID:6543	acne
97555	Doxazosin Mesylate 1 MG Oral Tablet	63467	Hypertension	12	0.387097	197625	49276	Doxazosin	DOID:10763	hypertension
97555	Doxazosin Mesylate 1 MG Oral Tablet	63468	Essential Hypertension	3	0.333333	197625	49276	Doxazosin	DOID:10825	essential hypertension
97556	Doxazosin Mesylate 2 MG Oral Tablet	62975	Coronary Artery Disease	4	0.153846	197626	49276	Doxazosin	DOID:3393	coronary artery disease
97556	Doxazosin Mesylate 2 MG Oral Tablet	63467	Hypertension	20	0.31746	197626	49276	Doxazosin	DOID:10763	hypertension
97556	Doxazosin Mesylate 2 MG Oral Tablet	63468	Essential Hypertension	10	0.384615	197626	49276	Doxazosin	DOID:10825	essential hypertension
97556	Doxazosin Mesylate 2 MG Oral Tablet	63470	Benign Essential Hypertension	12	0.48	197626	49276	Doxazosin	DOID:10913	benign essential hypertension
97557	Doxazosin Mesylate 4 MG Oral Tablet	62975	Coronary Artery Disease	6	0.176471	197627	49276	Doxazosin	DOID:3393	coronary artery disease
97557	Doxazosin Mesylate 4 MG Oral Tablet	63467	Hypertension	28	0.35443	197627	49276	Doxazosin	DOID:10763	hypertension
97557	Doxazosin Mesylate 4 MG Oral Tablet	63468	Essential Hypertension	18	0.409091	197627	49276	Doxazosin	DOID:10825	essential hypertension
97557	Doxazosin Mesylate 4 MG Oral Tablet	63470	Benign Essential Hypertension	16	0.516129	197627	49276	Doxazosin	DOID:10913	benign essential hypertension
97558	Doxazosin Mesylate 8 MG Oral Tablet	63467	Hypertension	7	0.21875	197628	49276	Doxazosin	DOID:10763	hypertension
97558	Doxazosin Mesylate 8 MG Oral Tablet	63468	Essential Hypertension	8	0.4	197628	49276	Doxazosin	DOID:10825	essential hypertension
97558	Doxazosin Mesylate 8 MG Oral Tablet	63470	Benign Essential Hypertension	8	0.571429	197628	49276	Doxazosin	DOID:10913	benign essential hypertension
97559	Doxycycline Monohydrate 100 MG Oral Capsule	65847	Urethritis	2	0.666667	199026	3640	Doxycycline	DOID:1343	urethritis
97559	Doxycycline Monohydrate 100 MG Oral Capsule	69606	Acne	2	0.4	199026	3640	Doxycycline	DOID:6543	acne
97561	Enalapril Maleate 10 MG Oral Tablet	63467	Hypertension	45	0.387931	858817	3827	Enalapril	DOID:10763	hypertension
97561	Enalapril Maleate 10 MG Oral Tablet	63468	Essential Hypertension	20	0.444444	858817	3827	Enalapril	DOID:10825	essential hypertension
97561	Enalapril Maleate 10 MG Oral Tablet	63470	Benign Essential Hypertension	23	0.45098	858817	3827	Enalapril	DOID:10913	benign essential hypertension
97562	Enalapril Maleate 2.5 MG Oral Tablet	63467	Hypertension	4	0.153846	858804	3827	Enalapril	DOID:10763	hypertension
97562	Enalapril Maleate 2.5 MG Oral Tablet	63468	Essential Hypertension	5	0.416667	858804	3827	Enalapril	DOID:10825	essential hypertension
97562	Enalapril Maleate 2.5 MG Oral Tablet	63470	Benign Essential Hypertension	5	0.625	858804	3827	Enalapril	DOID:10913	benign essential hypertension
97562	Enalapril Maleate 2.5 MG Oral Tablet	63490	Congenital Heart Disease	2	1	858804	3827	Enalapril	DOID:1682	congenital heart disease
97562	Enalapril Maleate 2.5 MG Oral Tablet	69380	Diabetes Mellitus	6	0.24	858804	3827	Enalapril	DOID:9351	diabetes mellitus
97563	Enalapril Maleate 20 MG Oral Tablet	62975	Coronary Artery Disease	5	0.125	858810	3827	Enalapril	DOID:3393	coronary artery disease
97563	Enalapril Maleate 20 MG Oral Tablet	63217	Congestive Heart Failure	3	0.130435	858810	3827	Enalapril	DOID:6000	congestive heart failure
97563	Enalapril Maleate 20 MG Oral Tablet	63467	Hypertension	59	0.395973	858810	3827	Enalapril	DOID:10763	hypertension
97563	Enalapril Maleate 20 MG Oral Tablet	63468	Essential Hypertension	28	0.405797	858810	3827	Enalapril	DOID:10825	essential hypertension
97563	Enalapril Maleate 20 MG Oral Tablet	63470	Benign Essential Hypertension	33	0.492537	858810	3827	Enalapril	DOID:10913	benign essential hypertension
97563	Enalapril Maleate 20 MG Oral Tablet	63472	Malignant Essential Hypertension	2	0.5	858810	3827	Enalapril	DOID:10823	malignant essential hypertension
97564	Enalapril Maleate 5 MG Oral Tablet	34588	Proteinuria	2	0.4	858813	3827	Enalapril	DOID:576	proteinuria
97564	Enalapril Maleate 5 MG Oral Tablet	62975	Coronary Artery Disease	3	0.142857	858813	3827	Enalapril	DOID:3393	coronary artery disease
97564	Enalapril Maleate 5 MG Oral Tablet	63467	Hypertension	23	0.291139	858813	3827	Enalapril	DOID:10763	hypertension
97564	Enalapril Maleate 5 MG Oral Tablet	63468	Essential Hypertension	16	0.470588	858813	3827	Enalapril	DOID:10825	essential hypertension
97564	Enalapril Maleate 5 MG Oral Tablet	63470	Benign Essential Hypertension	17	0.548387	858813	3827	Enalapril	DOID:10913	benign essential hypertension
97567	Etoposide 50 MG Oral Capsule	278812	Prostate Cancer	9	0.9	197687	4179	Etoposide	DOID:10283	prostate cancer
97570	FLUoxetine HCl 10 MG Oral Capsule	76307	Bipolar Disorder	2	0.333333	310384	4493	Fluoxetine	DOID:3312	bipolar disorder
97570	FLUoxetine HCl 10 MG Oral Capsule	76546	Obsessive Compulsive Disorder	2	1	310384	4493	Fluoxetine	DOID:10933	obsessive compulsive disorder
97571	FLUoxetine HCl 20 MG Oral Capsule	75125	Multiple Sclerosis	4	0.307692	310385	4493	Fluoxetine	DOID:2377	multiple sclerosis
97571	FLUoxetine HCl 20 MG Oral Capsule	76307	Bipolar Disorder	3	0.428571	310385	4493	Fluoxetine	DOID:3312	bipolar disorder
97571	FLUoxetine HCl 20 MG Oral Capsule	76546	Obsessive Compulsive Disorder	5	0.714286	310385	4493	Fluoxetine	DOID:10933	obsessive compulsive disorder
97571	FLUoxetine HCl 20 MG Oral Capsule	275592	Post-traumatic Stress Disorder	2	0.333333	310385	4493	Fluoxetine	DOID:2055	post-traumatic stress disorder
97573	FluvoxaMINE Maleate 100 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	1	903884	42355	Fluvoxamine	DOID:14320	generalized anxiety disorder
97573	FluvoxaMINE Maleate 100 MG Oral Tablet	76546	Obsessive Compulsive Disorder	5	0.833333	903884	42355	Fluvoxamine	DOID:10933	obsessive compulsive disorder
97574	FluvoxaMINE Maleate 50 MG Oral Tablet	76546	Obsessive Compulsive Disorder	4	0.8	903891	42355	Fluvoxamine	DOID:10933	obsessive compulsive disorder
97578	Ketoconazole 2 % External Cream	70115	Dermatophytosis	3	0.25	203088	6135	Ketoconazole	DOID:8913	dermatophytosis
97578	Ketoconazole 2 % External Cream	70116	Tinea Capitis	6	0.4	203088	6135	Ketoconazole	DOID:4337	tinea capitis
97578	Ketoconazole 2 % External Cream	70121	Tinea Cruris	8	0.470588	203088	6135	Ketoconazole	DOID:11917	tinea cruris
97578	Ketoconazole 2 % External Cream	70122	Tinea Pedis	17	0.772727	203088	6135	Ketoconazole	DOID:12403	tinea pedis
97578	Ketoconazole 2 % External Cream	70124	Tinea Corporis	38	0.730769	203088	6135	Ketoconazole	DOID:12179	tinea corporis
97578	Ketoconazole 2 % External Cream	76835	HIV Infection	3	0.2	203088	6135	Ketoconazole	DOID:526	HIV infection
97578	Ketoconazole 2 % External Cream	283255	Balanitis	3	0.6	203088	6135	Ketoconazole	DOID:13033	balanitis
97579	Levothyroxine Sodium 137 MCG Oral Tablet	69214	Hypopituitarism	3	0.5	966270	10582	levothyroxine	DOID:9406	hypopituitarism
97579	Levothyroxine Sodium 137 MCG Oral Tablet	69258	Hypothyroidism	51	0.689189	966270	10582	levothyroxine	DOID:1459	hypothyroidism
97579	Levothyroxine Sodium 137 MCG Oral Tablet	69266	Congenital Hypothyroidism	3	0.75	966270	10582	levothyroxine	DOID:0050328	congenital hypothyroidism
97580	Lovastatin 10 MG Oral Tablet	63467	Hypertension	3	0.214286	197903	6472	Lovastatin	DOID:10763	hypertension
97581	Lovastatin 20 MG Oral Tablet	291485	Dyslipidemia	3	0.3	197904	6472	Lovastatin	DOID:3146	dyslipidemia
97582	Lovastatin 40 MG Oral Tablet	291485	Dyslipidemia	5	0.625	197905	6472	Lovastatin	DOID:3146	dyslipidemia
97591	Nabumetone 500 MG Oral Tablet	70455	Rheumatoid Arthritis	7	0.777778	311892	31448	nabumetone	DOID:7148	rheumatoid arthritis
97592	Nabumetone 750 MG Oral Tablet	70455	Rheumatoid Arthritis	2	0.4	311893	31448	nabumetone	DOID:7148	rheumatoid arthritis
97592	Nabumetone 750 MG Oral Tablet	288977	Fibromyalgia	2	1	311893	31448	nabumetone	DOID:631	fibromyalgia
97593	Nicotine Polacrilex 2 MG Mouth/Throat Gum	76090	Nicotine Dependence	2	0.5	314119	7407	Nicotine	DOID:0050742	nicotine dependence
97598	Oxaprozin 600 MG Oral Tablet	70455	Rheumatoid Arthritis	3	1	312132	32613	oxaprozin	DOID:7148	rheumatoid arthritis
97608	Propafenone HCl 150 MG Oral Tablet	62916	Atrial Fibrillation	4	0.444444	861424	8754	Propafenone	DOID:0060224	atrial fibrillation
97609	Propafenone HCl 225 MG Oral Tablet	62916	Atrial Fibrillation	2	0.222222	861427	8754	Propafenone	DOID:0060224	atrial fibrillation
97610	Propafenone HCl 300 MG Oral Tablet	62916	Atrial Fibrillation	4	0.5	861430	8754	Propafenone	DOID:0060224	atrial fibrillation
97612	Sotalol HCl 160 MG Oral Tablet	62916	Atrial Fibrillation	2	0.666667	904579	9947	Sotalol	DOID:0060224	atrial fibrillation
97614	Sotalol HCl 80 MG Oral Tablet	62916	Atrial Fibrillation	9	0.45	904601	9947	Sotalol	DOID:0060224	atrial fibrillation
97614	Sotalol HCl 80 MG Oral Tablet	63217	Congestive Heart Failure	2	0.222222	904601	9947	Sotalol	DOID:6000	congestive heart failure
97614	Sotalol HCl 80 MG Oral Tablet	63468	Essential Hypertension	3	0.214286	904601	9947	Sotalol	DOID:10825	essential hypertension
97661	Amoxicillin 500 MG Oral Tablet	62322	Otitis Externa	2	1	308192	723	Amoxicillin	DOID:9463	otitis externa
97661	Amoxicillin 500 MG Oral Tablet	62343	Otitis Media	2	0.5	308192	723	Amoxicillin	DOID:10754	otitis media
97661	Amoxicillin 500 MG Oral Tablet	62577	Sinusitis	7	0.583333	308192	723	Amoxicillin	DOID:0050127	sinusitis
97661	Amoxicillin 500 MG Oral Tablet	62580	Acute Maxillary Sinusitis	5	0.555556	308192	723	Amoxicillin	DOID:2050	acute maxillary sinusitis
97661	Amoxicillin 500 MG Oral Tablet	62582	Acute Ethmoidal Sinusitis	2	1	308192	723	Amoxicillin	DOID:9506	acute ethmoidal sinusitis
97661	Amoxicillin 500 MG Oral Tablet	62588	Chronic Ethmoidal Sinusitis	2	0.666667	308192	723	Amoxicillin	DOID:9312	chronic ethmoidal sinusitis
97661	Amoxicillin 500 MG Oral Tablet	62760	Acute Pharyngitis	20	0.740741	308192	723	Amoxicillin	DOID:2275	acute pharyngitis
97661	Amoxicillin 500 MG Oral Tablet	64118	Acute Bronchitis	6	0.285714	308192	723	Amoxicillin	DOID:6132	acute Bronchitis
97661	Amoxicillin 500 MG Oral Tablet	65762	Urinary Tract Infection	27	0.586957	308192	723	Amoxicillin	DOID:13148	urinary tract infection
97661	Amoxicillin 500 MG Oral Tablet	74027	Osteomyelitis	3	1	308192	723	Amoxicillin	DOID:1019	osteomyelitis
97661	Amoxicillin 500 MG Oral Tablet	274534	Acute Sore Throat	5	0.555556	308192	723	Amoxicillin	DOID:2275	acute sore throat
97662	FLUoxetine HCl 20 MG Oral Tablet	75125	Multiple Sclerosis	7	0.388889	248642	4493	Fluoxetine	DOID:2377	multiple sclerosis
97662	FLUoxetine HCl 20 MG Oral Tablet	76536	Generalized Anxiety Disorder	4	0.571429	248642	4493	Fluoxetine	DOID:14320	generalized anxiety disorder
97662	FLUoxetine HCl 20 MG Oral Tablet	76546	Obsessive Compulsive Disorder	4	0.666667	248642	4493	Fluoxetine	DOID:10933	obsessive compulsive disorder
97663	BusPIRone HCl 15 MG Oral Tablet	76536	Generalized Anxiety Disorder	5	1	866018	1827	Buspirone	DOID:14320	generalized anxiety disorder
97669	Bisoprolol Fumarate 10 MG Oral Tablet	63467	Hypertension	3	0.333333	854901	19484	Bisoprolol	DOID:10763	hypertension
97669	Bisoprolol Fumarate 10 MG Oral Tablet	63470	Benign Essential Hypertension	2	1	854901	19484	Bisoprolol	DOID:10913	benign essential hypertension
97670	Bisoprolol Fumarate 5 MG Oral Tablet	63467	Hypertension	4	0.266667	854905	19484	Bisoprolol	DOID:10763	hypertension
97670	Bisoprolol Fumarate 5 MG Oral Tablet	63468	Essential Hypertension	2	0.4	854905	19484	Bisoprolol	DOID:10825	essential hypertension
97688	Permethrin 1 % External Lotion	77704	Scabies	11	0.846154	312320	33199	Permethrin	DOID:8295	scabies
97693	FLUoxetine HCl 40 MG Oral Capsule	75125	Multiple Sclerosis	2	0.222222	313989	4493	Fluoxetine	DOID:2377	multiple sclerosis
97693	FLUoxetine HCl 40 MG Oral Capsule	76536	Generalized Anxiety Disorder	2	0.4	313989	4493	Fluoxetine	DOID:14320	generalized anxiety disorder
97693	FLUoxetine HCl 40 MG Oral Capsule	76546	Obsessive Compulsive Disorder	3	0.428571	313989	4493	Fluoxetine	DOID:10933	obsessive compulsive disorder
97724	Amoxicillin 875 MG Oral Tablet	62343	Otitis Media	2	0.666667	308194	723	Amoxicillin	DOID:10754	otitis media
97724	Amoxicillin 875 MG Oral Tablet	62577	Sinusitis	9	0.529412	308194	723	Amoxicillin	DOID:0050127	sinusitis
97724	Amoxicillin 875 MG Oral Tablet	62580	Acute Maxillary Sinusitis	6	0.461538	308194	723	Amoxicillin	DOID:2050	acute maxillary sinusitis
97724	Amoxicillin 875 MG Oral Tablet	62582	Acute Ethmoidal Sinusitis	2	0.666667	308194	723	Amoxicillin	DOID:9506	acute ethmoidal sinusitis
97724	Amoxicillin 875 MG Oral Tablet	62586	Chronic Maxillary Sinusitis	4	0.333333	308194	723	Amoxicillin	DOID:10792	chronic maxillary sinusitis
97724	Amoxicillin 875 MG Oral Tablet	62760	Acute Pharyngitis	7	0.388889	308194	723	Amoxicillin	DOID:2275	acute pharyngitis
97734	FLUoxetine HCl 10 MG Oral Tablet	76536	Generalized Anxiety Disorder	3	1	313990	4493	Fluoxetine	DOID:14320	generalized anxiety disorder
97734	FLUoxetine HCl 10 MG Oral Tablet	76546	Obsessive Compulsive Disorder	2	1	313990	4493	Fluoxetine	DOID:10933	obsessive compulsive disorder
97792	Nicotine 14 MG/24HR Transdermal Patch 24 Hour	64205	Chronic Obstructive Pulmonary Disease	2	0.285714	198029	7407	Nicotine	DOID:3083	chronic obstructive pulmonary disease
97792	Nicotine 14 MG/24HR Transdermal Patch 24 Hour	76090	Nicotine Dependence	4	0.571429	198029	7407	Nicotine	DOID:0050742	nicotine dependence
97793	Nicotine 21 MG/24HR Transdermal Patch 24 Hour	76090	Nicotine Dependence	5	0.5	198030	7407	Nicotine	DOID:0050742	nicotine dependence
97874	Cleocin 100 MG Vaginal Suppository	288790	Bacterial Vaginosis	2	0.666667	882533	2582	Clindamycin	DOID:3385	bacterial vaginosis
97894	Estradiol 0.1 MG/24HR Transdermal Patch Weekly	69214	Hypopituitarism	2	1	238004	4083	Estradiol	DOID:9406	hypopituitarism
97989	Desmopressin Acetate Spray 0.01 % Nasal Solution	69214	Hypopituitarism	2	0.666667	849520	3251	desmopressin	DOID:9406	hypopituitarism
97989	Desmopressin Acetate Spray 0.01 % Nasal Solution	69542	Central Diabetes Insipidus	2	0.666667	849520	3251	desmopressin	DOID:12388	central diabetes insipidus
98043	Lipitor 80 MG Oral Tablet	62975	Coronary Artery Disease	19	0.131034	262095	83367	atorvastatin	DOID:3393	coronary artery disease
98043	Lipitor 80 MG Oral Tablet	62978	Coronary Arteriosclerosis	3	0.214286	262095	83367	atorvastatin	DOID:3393	coronary arteriosclerosis
98043	Lipitor 80 MG Oral Tablet	67969	Familial Combined Hyperlipidemia	3	0.6	262095	83367	atorvastatin	DOID:13809	familial combined hyperlipidemia
98043	Lipitor 80 MG Oral Tablet	291485	Dyslipidemia	12	0.521739	262095	83367	atorvastatin	DOID:3146	dyslipidemia
98142	Differin 0.1 % External Cream	69606	Acne	4	0.8	284420	60223	adapalene	DOID:6543	acne
98143	Welchol 625 MG Oral Tablet	291485	Dyslipidemia	5	0.714286	866912	141626	colesevelam	DOID:3146	dyslipidemia
98183	Renagel 800 MG Oral Tablet	274711	End Stage Renal Disease	4	0.108108	857226	214824	sevelamer	DOID:783	end stage renal disease
98211	Senna 8.8 MG/5ML Oral Syrup	166777	Constipation	3	0.5	702311	36387	sennosides, USP	DOID:2089	constipation
98215	Qvar 40 MCG/ACT Inhalation Aerosol Solution	62598	Allergic Rhinitis	4	0.235294	966538	1347	Beclomethasone	DOID:4481	allergic rhinitis
98215	Qvar 40 MCG/ACT Inhalation Aerosol Solution	64181	Asthma	14	0.388889	966538	1347	Beclomethasone	DOID:2841	asthma
98216	Qvar 80 MCG/ACT Inhalation Aerosol Solution	64181	Asthma	22	0.611111	966542	1347	Beclomethasone	DOID:2841	asthma
98238	Levaquin 750 MG Oral Tablet	62586	Chronic Maxillary Sinusitis	3	0.230769	284481	82122	Levofloxacin	DOID:10792	chronic maxillary sinusitis
98238	Levaquin 750 MG Oral Tablet	62587	Chronic Frontal Sinusitis	2	0.222222	284481	82122	Levofloxacin	DOID:10790	chronic frontal sinusitis
98238	Levaquin 750 MG Oral Tablet	62588	Chronic Ethmoidal Sinusitis	5	0.416667	284481	82122	Levofloxacin	DOID:9312	chronic ethmoidal sinusitis
98238	Levaquin 750 MG Oral Tablet	64118	Acute Bronchitis	5	0.5	284481	82122	Levofloxacin	DOID:6132	acute Bronchitis
98238	Levaquin 750 MG Oral Tablet	64223	Bronchiectasis	3	1	284481	82122	Levofloxacin	DOID:9563	bronchiectasis
98238	Levaquin 750 MG Oral Tablet	64294	Pulmonary Fibrosis	2	1	284481	82122	Levofloxacin	DOID:3770	pulmonary fibrosis
98242	Glucophage XR 500 MG Oral Tablet Extended Release 24 Hour	69380	Diabetes Mellitus	4	0.307692	860977	6809	Metformin	DOID:9351	diabetes mellitus
98242	Glucophage XR 500 MG Oral Tablet Extended Release 24 Hour	69381	Type II Diabetes Mellitus	2	0.222222	860977	6809	Metformin	DOID:9352	type II diabetes mellitus
98266	Fosamax 70 MG Oral Tablet	69341	Osteoporosis	6	0.171429	904433	46041	Alendronate	DOID:11476	osteoporosis
98280	Unithroid 75 MCG Oral Tablet	69258	Hypothyroidism	2	1	966286	10582	levothyroxine	DOID:1459	hypothyroidism
98290	Tazorac 0.1 % External Cream	69606	Acne	2	0.666667	284497	83947	tazarotene	DOID:6543	acne
98333	Micardis 20 MG Oral Tablet	63467	Hypertension	4	0.5	284531	73494	telmisartan	DOID:10763	hypertension
98333	Micardis 20 MG Oral Tablet	63470	Benign Essential Hypertension	2	0.333333	284531	73494	telmisartan	DOID:10913	benign essential hypertension
98354	ZyPREXA 20 MG Oral Tablet	76213	Schizophrenia	2	0.4	284514	61381	olanzapine	DOID:5419	schizophrenia
98354	ZyPREXA 20 MG Oral Tablet	76232	Paranoid Schizophrenia	2	0.666667	284514	61381	olanzapine	DOID:1229	paranoid schizophrenia
98354	ZyPREXA 20 MG Oral Tablet	76272	Schizoaffective Disorder	4	1	284514	61381	olanzapine	DOID:5418	schizoaffective disorder
98355	SEROquel 300 MG Oral Tablet	76272	Schizoaffective Disorder	3	0.6	284509	51272	quetiapine	DOID:5418	schizoaffective disorder
98365	Colazal 750 MG Oral Capsule	64980	Crohn's Disease	2	1	885859	18747	balsalazide	DOID:8778	Crohn's disease
98397	Cartia XT 120 MG Oral Capsule Extended Release 24 Hour	63467	Hypertension	2	0.222222	831226	3443	Diltiazem	DOID:10763	hypertension
98398	Cartia XT 180 MG Oral Capsule Extended Release 24 Hour	63467	Hypertension	2	0.285714	831255	3443	Diltiazem	DOID:10763	hypertension
98399	Cartia XT 240 MG Oral Capsule Extended Release 24 Hour	63468	Essential Hypertension	3	0.75	831309	3443	Diltiazem	DOID:10825	essential hypertension
98402	Cardizem CD 360 MG Oral Capsule Extended Release 24 Hour	63470	Benign Essential Hypertension	2	1	830798	3443	Diltiazem	DOID:10913	benign essential hypertension
98453	Detrol LA 4 MG Oral Capsule Extended Release 24 Hour	65769	Neurogenic Bladder	4	0.5	855191	119565	tolterodine	DOID:12143	neurogenic bladder
98453	Detrol LA 4 MG Oral Capsule Extended Release 24 Hour	65855	Female Stress Incontinence	4	0.571429	855191	119565	tolterodine	DOID:724	female stress incontinence
98453	Detrol LA 4 MG Oral Capsule Extended Release 24 Hour	75125	Multiple Sclerosis	5	0.25	855191	119565	tolterodine	DOID:2377	multiple sclerosis
98466	Protopic 0.03 % External Ointment	70112	Atopic Dermatitis	10	0.666667	284521	42316	Tacrolimus	DOID:3310	atopic dermatitis
98466	Protopic 0.03 % External Ointment	278350	Eczema	6	0.4	284521	42316	Tacrolimus	DOID:2723	eczema
98467	Protopic 0.1 % External Ointment	70112	Atopic Dermatitis	4	0.571429	284520	42316	Tacrolimus	DOID:3310	atopic dermatitis
98467	Protopic 0.1 % External Ointment	278350	Eczema	4	0.5	284520	42316	Tacrolimus	DOID:2723	eczema
98491	Tamiflu 12 MG/ML Oral Suspension Reconstituted	64119	Influenza	6	0.666667	581626	260101	Oseltamivir	DOID:8469	influenza
98589	Sodium Chloride 0.65 % Nasal Solution	62598	Allergic Rhinitis	4	0.666667	707329	9863	Sodium Chloride	DOID:4481	allergic rhinitis
98651	NexIUM 20 MG Oral Capsule Delayed Release	64762	Dyspepsia	2	0.5	606728	283742	Esomeprazole	DOID:2321	dyspepsia
98652	NexIUM 40 MG Oral Capsule Delayed Release	64678	Esophagitis	7	0.4375	606731	283742	Esomeprazole	DOID:11963	esophagitis
98652	NexIUM 40 MG Oral Capsule Delayed Release	64708	Barrett's Esophagus	3	0.15	606731	283742	Esomeprazole	DOID:9206	Barrett's esophagus
98652	NexIUM 40 MG Oral Capsule Delayed Release	64748	Gastroparesis	5	0.263158	606731	283742	Esomeprazole	DOID:11914	gastroparesis
98652	NexIUM 40 MG Oral Capsule Delayed Release	64762	Dyspepsia	4	0.2	606731	283742	Esomeprazole	DOID:2321	dyspepsia
