drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Glyburide	type 2 diabetes mellitus	DM	DM					http://www.drugbank.ca/drugs/DB01016	http://www.disease-ontology.org/term/DOID%3A9352	False
Goserelin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00014	http://www.disease-ontology.org/term/DOID%3A1612	False
Goserelin	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00014	http://www.disease-ontology.org/term/DOID%3A10283	False
Guanabenz	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00629	http://www.disease-ontology.org/term/DOID%3A10763	False
Guanadrel	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00226	http://www.disease-ontology.org/term/DOID%3A10763	False
Guanethidine	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB01170	http://www.disease-ontology.org/term/DOID%3A10763	False
Guanfacine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01018	http://www.disease-ontology.org/term/DOID%3A1094	False
Guanfacine	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB01018	http://www.disease-ontology.org/term/DOID%3A10763	False
Haloperidol	conduct disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A12995	False
Haloperidol	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A5419	False
Hydrochlorothiazide	osteoporosis	NOT	NOT			SIDE EFFECT		http://www.drugbank.ca/drugs/DB00999	http://www.disease-ontology.org/term/DOID%3A11476	False
Hydrocortisone	asthma	SYM	SYM		hm. 			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A2841	False
Hydrocortisone	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A3310	False
Hydrocortisone	gout	SYM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A13189	False
Hydrocortisone	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A7148	False
Hydrocortisone	systemic lupus erythematosus	SYM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A9074	False
Hydrocortisone	ulcerative colitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A8577	False
Hydroflumethiazide	hypertension	SYM	SYM		diuretic			http://www.drugbank.ca/drugs/DB00774	http://www.disease-ontology.org/term/DOID%3A10763	False
Hydroxyurea	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1319	False
Hydroxyurea	head and neck cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A11934	False
Hydroxyurea	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A2531	False
Hyoscyamine	Crohn's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A8778	False
Hyoscyamine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A14330	False
Hyoscyamine	pancreatitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A4989	False
Ibandronate	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00710	http://www.disease-ontology.org/term/DOID%3A11476	False
Ibuprofen	osteoarthritis	SYM	SYM		Pilot classification: symptomatic ; Pilot notes:			http://www.drugbank.ca/drugs/DB01050	http://www.disease-ontology.org/term/DOID%3A8398	False
Idarubicin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01177	http://www.disease-ontology.org/term/DOID%3A1612	False
Idarubicin	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01177	http://www.disease-ontology.org/term/DOID%3A2531	False
Ifosfamide	germ cell cancer	DM	DM					http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2994	False
Ifosfamide	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2531	False
Ifosfamide	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2998	False
Iloprost	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB01088	http://www.disease-ontology.org/term/DOID%3A10763	False
Imatinib	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00619	http://www.disease-ontology.org/term/DOID%3A2531	False
Imipramine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A1094	False
Imipramine	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A1595	False
Imipramine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A594	False
Imiquimod	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB00724	http://www.disease-ontology.org/term/DOID%3A4159	False
Indinavir	acquired immunodeficiency syndrome	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00224	http://www.disease-ontology.org/term/DOID%3A635	False
Indomethacin	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A7147	False
Indomethacin	gout	SYM	SYM					http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A13189	False
Indomethacin	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A6364	False
Indomethacin	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00328	http://www.disease-ontology.org/term/DOID%3A7148	False
Ipratropium bromide	asthma	DM	DM					http://www.drugbank.ca/drugs/DB00332	http://www.disease-ontology.org/term/DOID%3A2841	False
Irbesartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB01029	http://www.disease-ontology.org/term/DOID%3A10763	False
Irinotecan	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1612	False
Irinotecan	colon cancer	DM	DM					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A219	False
Irinotecan	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1324	False
Irinotecan	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A1793	False
Irinotecan	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00762	http://www.disease-ontology.org/term/DOID%3A10534	False
Isocarboxazid	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01247	http://www.disease-ontology.org/term/DOID%3A594	False
Isoetarine	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00221	http://www.disease-ontology.org/term/DOID%3A2841	False
Isoprenaline	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB01064	http://www.disease-ontology.org/term/DOID%3A2841	False
Isosorbide Dinitrate	coronary artery disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00883	http://www.disease-ontology.org/term/DOID%3A3393	False
Isosorbide Mononitrate	coronary artery disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01020	http://www.disease-ontology.org/term/DOID%3A3393	False
Isotretinoin	hematologic cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00982	http://www.disease-ontology.org/term/DOID%3A2531	False
Ixabepilone	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB04845	http://www.disease-ontology.org/term/DOID%3A1612	False
L-DOPA	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01235	http://www.disease-ontology.org/term/DOID%3A14330	False
L-DOPA	restless legs syndrome	SYM	SYM		Pilot classification: symptomatic ; Pilot notes:			http://www.drugbank.ca/drugs/DB01235	http://www.disease-ontology.org/term/DOID%3A0050425	False
Labetalol	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00598	http://www.disease-ontology.org/term/DOID%3A10763	False
Lacosamide	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB06218	http://www.disease-ontology.org/term/DOID%3A1826	False
Lamivudine	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00709	http://www.disease-ontology.org/term/DOID%3A635	False
Lamivudine	hepatitis B	DM	DM					http://www.drugbank.ca/drugs/DB00709	http://www.disease-ontology.org/term/DOID%3A2043	False
Lamotrigine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A3312	False
Lamotrigine	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A1826	False
Lamotrigine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00555	http://www.disease-ontology.org/term/DOID%3A5419	False
Lapatinib	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01259	http://www.disease-ontology.org/term/DOID%3A1612	False
Latanoprost	glaucoma	DM	DM					http://www.drugbank.ca/drugs/DB00654	http://www.disease-ontology.org/term/DOID%3A1686	False
Leflunomide	rheumatoid arthritis	DM	DM					http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A7148	False
Leflunomide	systemic lupus erythematosus	DM	DM					http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A9074	False
Leflunomide	systemic scleroderma	DM	DM					http://www.drugbank.ca/drugs/DB01097	http://www.disease-ontology.org/term/DOID%3A418	False
Lenalidomide	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00480	http://www.disease-ontology.org/term/DOID%3A2531	False
Letrozole	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01006	http://www.disease-ontology.org/term/DOID%3A1612	False
Levetiracetam	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01202	http://www.disease-ontology.org/term/DOID%3A1826	False
Levofloxacin	asthma	NOT	NOT			Used to prevent complications		http://www.drugbank.ca/drugs/DB01137	http://www.disease-ontology.org/term/DOID%3A2841	False
Levofloxacin	chronic obstructive pulmonary disease	NOT	NOT					http://www.drugbank.ca/drugs/DB01137	http://www.disease-ontology.org/term/DOID%3A3083	False
Levothyroxine	coronary artery disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A3393	False
Levothyroxine	hypothyroidism	DM	DM					http://www.drugbank.ca/drugs/DB00451	http://www.disease-ontology.org/term/DOID%3A1459	False
Lidocaine	coronary artery disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A3393	False
Lidocaine	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A8398	False
Lidocaine	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A7148	False
Lidocaine	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00281	http://www.disease-ontology.org/term/DOID%3A418	False
Liothyronine	Graves' disease	NOT	NOT			used after treatment		http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A12361	False
Liothyronine	hypothyroidism	DM	DM					http://www.drugbank.ca/drugs/DB00279	http://www.disease-ontology.org/term/DOID%3A1459	False
Liotrix	Graves' disease	NOT	NOT			Treats side effect of treatment		http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A12361	False
Liotrix	coronary artery disease	NOT	NOT			Treats side effect of treatment		http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A3393	False
Liotrix	hypothyroidism	DM	DM					http://www.drugbank.ca/drugs/DB01583	http://www.disease-ontology.org/term/DOID%3A1459	False
Lisdexamfetamine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01255	http://www.disease-ontology.org/term/DOID%3A1094	False
Lisinopril	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A3393	False
Lisinopril	dilated cardiomyopathy	DM	DM					http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A12930	False
Lisinopril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A10763	False
Lisinopril	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A263	False
Lisinopril	systemic lupus erythematosus	NOT	NOT			May cause disease		http://www.drugbank.ca/drugs/DB00722	http://www.disease-ontology.org/term/DOID%3A9074	False
Lomustine	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A1319	False
Lomustine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A2531	False
Lomustine	melanoma	NOT	NOT					http://www.drugbank.ca/drugs/DB01206	http://www.disease-ontology.org/term/DOID%3A1909	False
Lopinavir	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB01601	http://www.disease-ontology.org/term/DOID%3A635	False
Loratadine	allergic rhinitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A4481	False
Loratadine	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00455	http://www.disease-ontology.org/term/DOID%3A2841	False
Lorazepam	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00186	http://www.disease-ontology.org/term/DOID%3A594	False
Losartan	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A3393	False
Losartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A10763	False
Losartan	type 2 diabetes mellitus	NOT	NOT					http://www.drugbank.ca/drugs/DB00678	http://www.disease-ontology.org/term/DOID%3A9352	False
Lovastatin	atherosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A1936	False
Lovastatin	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A3393	False
Lovastatin	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00227	http://www.disease-ontology.org/term/DOID%3A10763	False
Magnesium Sulfate	hypertension	NOT	NOT			Only useful in eclampsia		http://www.drugbank.ca/drugs/DB00653	http://www.disease-ontology.org/term/DOID%3A10763	False
Magnesium salicylate	psoriasis	NOT	NOT					http://www.drugbank.ca/drugs/DB01397	http://www.disease-ontology.org/term/DOID%3A8893	False
Maprotiline	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00934	http://www.disease-ontology.org/term/DOID%3A594	False
Mecamylamine	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00657	http://www.disease-ontology.org/term/DOID%3A11119	False
Mechlorethamine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00888	http://www.disease-ontology.org/term/DOID%3A2531	False
Mechlorethamine	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB00888	http://www.disease-ontology.org/term/DOID%3A0060073	False
Medroxyprogesterone Acetate	breast cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A1612	False
Medroxyprogesterone Acetate	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A263	False
Medroxyprogesterone Acetate	osteoporosis	NOT	NOT					http://www.drugbank.ca/drugs/DB00603	http://www.disease-ontology.org/term/DOID%3A11476	False
Megestrol acetate	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00351	http://www.disease-ontology.org/term/DOID%3A1612	False
Melatonin	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB01065	http://www.disease-ontology.org/term/DOID%3A263	False
Melatonin	prostate cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB01065	http://www.disease-ontology.org/term/DOID%3A10283	False
Meloxicam	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A7147	False
Meloxicam	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A8398	False
Meloxicam	rheumatoid arthritis	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A7148	False
Meloxicam	systemic lupus erythematosus	SYM	SYM					http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A9074	False
Meloxicam	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00814	http://www.disease-ontology.org/term/DOID%3A418	False
Melphalan	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01042	http://www.disease-ontology.org/term/DOID%3A2531	False
Memantine	Alzheimer's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01043	http://www.disease-ontology.org/term/DOID%3A10652	False
Memantine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01043	http://www.disease-ontology.org/term/DOID%3A14330	False
Mercaptopurine	Crohn's disease	DM	DM					http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A8778	False
Mercaptopurine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A2531	False
Mercaptopurine	ulcerative colitis	DM	DM					http://www.drugbank.ca/drugs/DB01033	http://www.disease-ontology.org/term/DOID%3A8577	False
Mesalazine	Crohn's disease	DM	DM					http://www.drugbank.ca/drugs/DB00244	http://www.disease-ontology.org/term/DOID%3A8778	False
Mesalazine	ulcerative colitis	DM	DM					http://www.drugbank.ca/drugs/DB00244	http://www.disease-ontology.org/term/DOID%3A8577	False
Mesoridazine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00933	http://www.disease-ontology.org/term/DOID%3A5419	False
Mestranol	ovarian cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB01357	http://www.disease-ontology.org/term/DOID%3A2394	False
Metformin	metabolic syndrome X	DM	DM					http://www.drugbank.ca/drugs/DB00331	http://www.disease-ontology.org/term/DOID%3A14221	False
