drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	google	uptodate	drug_url	disease_url	tie	3-person consensus	pouya agreed with at least one person
Esomeprazole	allergic rhinitis	NOT	NOT	NOT				https://www.google.com/webhp#q=Esomeprazole	http://www.uptodate.com/contents/search?search=Esomeprazole	http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A4481	FALSE	TRUE	TRUE
Esomeprazole	esophageal cancer	SYM	SYM	SYM				https://www.google.com/webhp#q=Esomeprazole	http://www.uptodate.com/contents/search?search=Esomeprazole	http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A5041	FALSE	TRUE	TRUE
Estradiol	osteoporosis	DM	DM	DM				https://www.google.com/webhp#q=Estradiol	http://www.uptodate.com/contents/search?search=Estradiol	http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A11476	FALSE	TRUE	TRUE
Estradiol	prostate cancer	DM	DM	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	https://www.google.com/webhp#q=Estradiol	http://www.uptodate.com/contents/search?search=Estradiol	http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Estradiol valerate/Dienogest	breast cancer	DM	DM	SYM			it can CAUSE breast cancer but it palliates symptoms in metastatic breast cancer	https://www.google.com/webhp#q=Estradiol valerate/Dienogest	http://www.uptodate.com/contents/search?search=Estradiol valerate/Dienogest	http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	FALSE	FALSE
Estradiol valerate/Dienogest	prostate cancer	DM	DM	DM			my understanding is that estrogens can deplete testosterone and therefore modify the course of castration-sensitive prostate cancer	https://www.google.com/webhp#q=Estradiol valerate/Dienogest	http://www.uptodate.com/contents/search?search=Estradiol valerate/Dienogest	http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Estramustine	prostate cancer	DM	DM	DM				https://www.google.com/webhp#q=Estramustine	http://www.uptodate.com/contents/search?search=Estramustine	http://www.drugbank.ca/drugs/DB01196	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Estropipate	osteoporosis	DM	DM	DM				https://www.google.com/webhp#q=Estropipate	http://www.uptodate.com/contents/search?search=Estropipate	http://www.drugbank.ca/drugs/DB04574	http://www.disease-ontology.org/term/DOID%3A11476	FALSE	TRUE	TRUE
Eszopiclone	multiple sclerosis	SYM	SYM	SYM				https://www.google.com/webhp#q=Eszopiclone	http://www.uptodate.com/contents/search?search=Eszopiclone	http://www.drugbank.ca/drugs/DB00402	http://www.disease-ontology.org/term/DOID%3A2377	FALSE	TRUE	TRUE
Ethacrynic acid	chronic kidney failure	SYM	SYM	SYM				https://www.google.com/webhp#q=Ethacrynic acid	http://www.uptodate.com/contents/search?search=Ethacrynic acid	http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A784	FALSE	TRUE	TRUE
Ethacrynic acid	hypertension	SYM	SYM	DM	loop diuretic		see notes for diuretics in HTN	https://www.google.com/webhp#q=Ethacrynic acid	http://www.uptodate.com/contents/search?search=Ethacrynic acid	http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	FALSE	FALSE
Ethinyl Estradiol	breast cancer	DM	DM	SYM	Pilot classification: disease-modifying; Pilot notes: estrogens can stimulate progression of ER+BrCa but high-dose estrogens may suppress their growth		it can CAUSE breast cancer but it palliates symptoms in metastatic breast cancer	https://www.google.com/webhp#q=Ethinyl Estradiol	http://www.uptodate.com/contents/search?search=Ethinyl Estradiol	http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	FALSE	FALSE
Ethinyl Estradiol	osteoporosis	DM	DM	DM				https://www.google.com/webhp#q=Ethinyl Estradiol	http://www.uptodate.com/contents/search?search=Ethinyl Estradiol	http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A11476	FALSE	TRUE	TRUE
Etidronic acid	Paget's disease of bone	DM	DM	DM				https://www.google.com/webhp#q=Etidronic acid	http://www.uptodate.com/contents/search?search=Etidronic acid	http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A5408	FALSE	TRUE	TRUE
Etidronic acid	osteoporosis	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes:			https://www.google.com/webhp#q=Etidronic acid	http://www.uptodate.com/contents/search?search=Etidronic acid	http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A11476	FALSE	TRUE	TRUE
Etoposide	brain cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1319	FALSE	TRUE	TRUE
Etoposide	germ cell cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2994	FALSE	TRUE	TRUE
Etoposide	hematologic cancer	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes:			https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Etoposide	lung cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1324	FALSE	TRUE	TRUE
Etoposide	muscle cancer	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes:			https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A4045	FALSE	TRUE	TRUE
Etoposide	prostate cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Etoposide	sarcoma	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1115	FALSE	TRUE	TRUE
Etoposide	testicular cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2998	FALSE	TRUE	TRUE
Etoposide	urinary bladder cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A11054	FALSE	TRUE	TRUE
Etoposide	uterine cancer	DM	DM	DM				https://www.google.com/webhp#q=Etoposide	http://www.uptodate.com/contents/search?search=Etoposide	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A363	FALSE	TRUE	TRUE
Everolimus	kidney cancer	DM	DM	DM				https://www.google.com/webhp#q=Everolimus	http://www.uptodate.com/contents/search?search=Everolimus	http://www.drugbank.ca/drugs/DB01590	http://www.disease-ontology.org/term/DOID%3A263	FALSE	TRUE	TRUE
Exemestane	breast cancer	DM	DM	DM				https://www.google.com/webhp#q=Exemestane	http://www.uptodate.com/contents/search?search=Exemestane	http://www.drugbank.ca/drugs/DB00990	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	TRUE	TRUE
Ezetimibe	atherosclerosis	DM	DM	DM				https://www.google.com/webhp#q=Ezetimibe	http://www.uptodate.com/contents/search?search=Ezetimibe	http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A1936	FALSE	TRUE	TRUE
Ezetimibe	coronary artery disease	DM	DM	DM				https://www.google.com/webhp#q=Ezetimibe	http://www.uptodate.com/contents/search?search=Ezetimibe	http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Felbamate	anemia	NOT	NOT	NOT		Side effect not treatment		https://www.google.com/webhp#q=Felbamate	http://www.uptodate.com/contents/search?search=Felbamate	http://www.drugbank.ca/drugs/DB00949	http://www.disease-ontology.org/term/DOID%3A2355	FALSE	TRUE	TRUE
Fenofibrate	coronary artery disease	DM	DM	DM				https://www.google.com/webhp#q=Fenofibrate	http://www.uptodate.com/contents/search?search=Fenofibrate	http://www.drugbank.ca/drugs/DB01039	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Fentanyl	lung cancer	SYM	SYM	SYM				https://www.google.com/webhp#q=Fentanyl	http://www.uptodate.com/contents/search?search=Fentanyl	http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A1324	FALSE	TRUE	TRUE
Fentanyl	prostate cancer	SYM	SYM	SYM				https://www.google.com/webhp#q=Fentanyl	http://www.uptodate.com/contents/search?search=Fentanyl	http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Finasteride	epilepsy syndrome	NOT	NOT	NOT		side effect		https://www.google.com/webhp#q=Finasteride	http://www.uptodate.com/contents/search?search=Finasteride	http://www.drugbank.ca/drugs/DB01216	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	TRUE	TRUE
Fingolimod	multiple sclerosis	DM	DM	DM				https://www.google.com/webhp#q=Fingolimod	http://www.uptodate.com/contents/search?search=Fingolimod	http://www.drugbank.ca/drugs/DB08868	http://www.disease-ontology.org/term/DOID%3A2377	FALSE	TRUE	TRUE
Floxuridine	stomach cancer	DM	DM	DM				https://www.google.com/webhp#q=Floxuridine	http://www.uptodate.com/contents/search?search=Floxuridine	http://www.drugbank.ca/drugs/DB00322	http://www.disease-ontology.org/term/DOID%3A10534	FALSE	TRUE	TRUE
Fluconazole	acquired immunodeficiency syndrome	NOT	NOT	NOT	tough. used for infections ass't with HIV but not HIV itself	Treats secondary infection found in AIDS	agree with both notes	https://www.google.com/webhp#q=Fluconazole	http://www.uptodate.com/contents/search?search=Fluconazole	http://www.drugbank.ca/drugs/DB00196	http://www.disease-ontology.org/term/DOID%3A635	FALSE	TRUE	TRUE
Fludarabine	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Fludarabine	http://www.uptodate.com/contents/search?search=Fludarabine	http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Fludarabine	lymphatic system cancer	DM	DM	DM				https://www.google.com/webhp#q=Fludarabine	http://www.uptodate.com/contents/search?search=Fludarabine	http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A0060073	FALSE	TRUE	TRUE
Flunisolide	allergic rhinitis	SYM	SYM	DM	Pilot classification: symptomatic; Pilot notes:		see note on antihistamines and steroids in allergic rhinitis	https://www.google.com/webhp#q=Flunisolide	http://www.uptodate.com/contents/search?search=Flunisolide	http://www.drugbank.ca/drugs/DB00180	http://www.disease-ontology.org/term/DOID%3A4481	FALSE	FALSE	FALSE
Fluocinolone Acetonide	atopic dermatitis	DM	DM	DM			see notes on atopic dermatitis	https://www.google.com/webhp#q=Fluocinolone Acetonide	http://www.uptodate.com/contents/search?search=Fluocinolone Acetonide	http://www.drugbank.ca/drugs/DB00591	http://www.disease-ontology.org/term/DOID%3A3310	FALSE	TRUE	TRUE
Fluocinonide	atopic dermatitis	DM	DM	DM			see notes on atopic dermatitis	https://www.google.com/webhp#q=Fluocinonide	http://www.uptodate.com/contents/search?search=Fluocinonide	http://www.drugbank.ca/drugs/DB01047	http://www.disease-ontology.org/term/DOID%3A3310	FALSE	TRUE	TRUE
Fluorouracil	breast cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	TRUE	TRUE
Fluorouracil	colon cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A219	FALSE	TRUE	TRUE
Fluorouracil	head and neck cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11934	FALSE	TRUE	TRUE
Fluorouracil	pancreatic cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1793	FALSE	TRUE	TRUE
Fluorouracil	skin cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A4159	FALSE	TRUE	TRUE
Fluorouracil	stomach cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A10534	FALSE	TRUE	TRUE
Fluorouracil	urinary bladder cancer	DM	DM	DM				https://www.google.com/webhp#q=Fluorouracil	http://www.uptodate.com/contents/search?search=Fluorouracil	http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11054	FALSE	TRUE	TRUE
Fluoxetine	panic disorder	SYM	SYM	SYM				https://www.google.com/webhp#q=Fluoxetine	http://www.uptodate.com/contents/search?search=Fluoxetine	http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A594	FALSE	TRUE	TRUE
Fluoxetine	schizophrenia	SYM	SYM	SYM				https://www.google.com/webhp#q=Fluoxetine	http://www.uptodate.com/contents/search?search=Fluoxetine	http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A5419	FALSE	TRUE	TRUE
Fluphenazine	schizophrenia	SYM	SYM	SYM				https://www.google.com/webhp#q=Fluphenazine	http://www.uptodate.com/contents/search?search=Fluphenazine	http://www.drugbank.ca/drugs/DB00623	http://www.disease-ontology.org/term/DOID%3A5419	FALSE	TRUE	TRUE
Flutamide	prostate cancer	DM	DM	DM				https://www.google.com/webhp#q=Flutamide	http://www.uptodate.com/contents/search?search=Flutamide	http://www.drugbank.ca/drugs/DB00499	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Fluticasone Propionate	asthma	SYM	SYM	DM			see notes on asthma	https://www.google.com/webhp#q=Fluticasone Propionate	http://www.uptodate.com/contents/search?search=Fluticasone Propionate	http://www.drugbank.ca/drugs/DB00588	http://www.disease-ontology.org/term/DOID%3A2841	FALSE	FALSE	FALSE
Fluticasone furoate	asthma	SYM	SYM	DM			see notes on asthma	https://www.google.com/webhp#q=Fluticasone furoate	http://www.uptodate.com/contents/search?search=Fluticasone furoate	http://www.drugbank.ca/drugs/DB08906	http://www.disease-ontology.org/term/DOID%3A2841	FALSE	FALSE	FALSE
Fluvoxamine	endogenous depression	SYM	SYM	SYM				https://www.google.com/webhp#q=Fluvoxamine	http://www.uptodate.com/contents/search?search=Fluvoxamine	http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A1595	FALSE	TRUE	TRUE
Fluvoxamine	panic disorder	SYM	SYM	SYM				https://www.google.com/webhp#q=Fluvoxamine	http://www.uptodate.com/contents/search?search=Fluvoxamine	http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A594	FALSE	TRUE	TRUE
Folic Acid	Crohn's disease	NOT	NOT	NOT	"rx for ass't conditions, not that disease itself"	Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8778	FALSE	TRUE	TRUE
Folic Acid	alcohol dependence	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A0050741	FALSE	TRUE	TRUE
Folic Acid	anemia	DM	DM	NOT		Megaloblastic type		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A2355	FALSE	FALSE	FALSE
Folic Acid	ankylosing spondylitis	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7147	FALSE	TRUE	TRUE
Folic Acid	epilepsy syndrome	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	TRUE	TRUE
Folic Acid	lung cancer	NOT	NOT	NOT		May worsen		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1324	FALSE	TRUE	TRUE
Folic Acid	rheumatoid arthritis	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7148	FALSE	TRUE	TRUE
Folic Acid	systemic lupus erythematosus	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A9074	FALSE	TRUE	TRUE
Folic Acid	systemic scleroderma	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A418	FALSE	TRUE	TRUE
Folic Acid	ulcerative colitis	NOT	NOT	NOT		Used to overcome side effect of medicine		https://www.google.com/webhp#q=Folic Acid	http://www.uptodate.com/contents/search?search=Folic Acid	http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8577	FALSE	TRUE	TRUE
Fosinopril	hypertension	DM	DM	DM				https://www.google.com/webhp#q=Fosinopril	http://www.uptodate.com/contents/search?search=Fosinopril	http://www.drugbank.ca/drugs/DB00492	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	TRUE	TRUE
Fosphenytoin	epilepsy syndrome	SYM	SYM	DM				https://www.google.com/webhp#q=Fosphenytoin	http://www.uptodate.com/contents/search?search=Fosphenytoin	http://www.drugbank.ca/drugs/DB01320	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	FALSE	FALSE
Frovatriptan	migraine	SYM	SYM	SYM				https://www.google.com/webhp#q=Frovatriptan	http://www.uptodate.com/contents/search?search=Frovatriptan	http://www.drugbank.ca/drugs/DB00998	http://www.disease-ontology.org/term/DOID%3A6364	FALSE	TRUE	TRUE
