RXCUI_IN,DRUG_DESC,ICD9,INDICATION_DESCRIPTION,POSSIBLE_LABEL_USE
24347,erythromycin lactobionate,706.1,Other acne,0
24351,erythromycin stearate,008.43,Intestinal infection due to campylobacter,0
24351,erythromycin stearate,033.0,Whooping cough due to bordetella pertussis (b. pertussis),0
24351,erythromycin stearate,039.0,Cutaneous actinomycosis,0
24351,erythromycin stearate,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,0
24351,erythromycin stearate,041.10,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,0
24351,erythromycin stearate,041.81,Mycoplasma infection in conditions classified elsewhere and of unspecified site,0
24351,erythromycin stearate,041.89,Other specified bacterial infection in conditions classified elsewhere and of unspecified site,0
24351,erythromycin stearate,079.98,Unspecified chlamydial infection in conditions classified elsewhere and of unspecified site,0
24351,erythromycin stearate,097.9,Syphilis NOS,0
24351,erythromycin stearate,098,Gonococcal infections,0
24351,erythromycin stearate,098.89,Gonococcal infection of other specified sites,0
24351,erythromycin stearate,099.0,Chancroid,0
24351,erythromycin stearate,379.99|041.9,,0
24351,erythromycin stearate,482.84,Legionnaires' disease,0
24351,erythromycin stearate,558.9,Other and unspecified noninfectious gastroenteritis and colitis,0
24351,erythromycin stearate,597.80,Urethritis NOS,0
24351,erythromycin stearate,706.1,Other acne,0
24395,estradiol valerate,239.3,Neoplasm of unspecified nature of breast,0
24395,estradiol valerate,239.5,Neoplasm of unspecified nature of other genitourinary organs,0
24395,estradiol valerate,253.4,Other anterior pituitary disorders,1
24395,estradiol valerate,256.31,Premature menopause,0
24395,estradiol valerate,256.39,Other ovarian failure,1
24395,estradiol valerate,626.2,Excessive or frequent menstruation,0
24395,estradiol valerate,627.2,Symptomatic menopausal or female climacteric states,0
24395,estradiol valerate,733.01,Senile osteoporosis,0
24395,estradiol valerate,782.62,Flushing,0
24474,ethinamate,307.42,Persistent disorder of initiating or maintaining sleep,0
24605,Etodolac,338-338.99,,1
24605,Etodolac,714.0,Rheumatoid arthritis,1
24605,Etodolac,715.00,Osteoarthrosis; generalized; involving unspecified site,1
24605,Etodolac,715.9,Osteoarthrosis; unspecified whether generalized or localized,1
24605,Etodolac,715.90,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1
24605,Etodolac,716.90,Arthropathy; unspecified; site unspecified,1
24605,Etodolac,780.60,Fever; unspecified,0
24605,Etodolac,780.96,Generalized pain,1
24698,fludarabine,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
24698,fludarabine,204.1,Lymphoid leukemia; chronic,1
24698,fludarabine,204.10,Chronic lymphoid leukemia without mention of having achieved remission,1
24812,felbamate,284.9,Aplastic anemia unspecified,1
24812,felbamate,289.9,Blood disease NOS,1
24812,felbamate,345.00,Generalized nonconvulsive epilepsy; without mention of intractable epilepsy,1
24812,felbamate,345.40,Partial epilepsy without intractable epilepsy,0
24812,felbamate,345.9,Epilepsy; unspecified,1
24812,felbamate,345.90,Epilepsy; unspecified; without mention of intractable epilepsy,1
24812,felbamate,572.8,Other sequelae of chronic liver disease,1
24812,felbamate,780.39,Other convulsions,1
24853,Fenoldopam,401.0,Malignant essential hypertension,1
24853,Fenoldopam,405.91,Unspecified renovascular hypertension,0
24853,Fenoldopam,428.0,Congestive heart failure (CHF) NOS,0
24909,ferric oxide  saccharated,275.09,Other disorders of iron metabolism,1
24909,ferric oxide  saccharated,280,Iron deficiency anemias,1
24909,ferric oxide  saccharated,280.9,Iron deficiency anemia; unspecified,1
24909,ferric oxide  saccharated,285.9,Anemia unspecified,1
24909,ferric oxide  saccharated,585.6,End stage renal disease,1
24909,ferric oxide  saccharated,585.9,Chronic kidney disease; unspecified,1
24909,ferric oxide  saccharated,586,Renal failure unspecified,1
24912,ferric subsulfate solution,940-949.99,,0
24912,ferric subsulfate solution,949.0,Burn of unspecified site; unspecified degree,0
24913,ferric sulfate,985.1,Toxic effect of arsenic and its compounds,0
24941,Ferrous fumarate,280,Iron deficiency anemias,0
24941,Ferrous fumarate,280.9,Iron deficiency anemia; unspecified,0
24941,Ferrous fumarate,799.9,Other unknown and unspecified cause of morbidity or mortality,0
24942,ferrous gluconate,280,Iron deficiency anemias,0
24942,ferrous gluconate,280.9,Iron deficiency anemia; unspecified,0
24947,ferrous sulfate,269.9,Unspecified nutritional deficiency,0
24947,ferrous sulfate,280,Iron deficiency anemias,0
24947,ferrous sulfate,280.9,Iron deficiency anemia; unspecified,0
24947,ferrous sulfate,285.9,Anemia unspecified,0
24947,ferrous sulfate,799.9,Other unknown and unspecified cause of morbidity or mortality,0
25025,Finasteride,239.5,Neoplasm of unspecified nature of other genitourinary organs,0
25025,Finasteride,600,Hyperplasia of prostate,1
25025,Finasteride,600.0,Hypertrophy (benign) of prostate,0
25025,Finasteride,600.9,Hyperplasia of prostate; unspecified,1
25025,Finasteride,600.90,Hyperplasia of prostate; unspecified; without urinary obstruction and other lower urinary symptoms (LUTS),1
25025,Finasteride,704.0,Alopecia,1
25025,Finasteride,704.00,Alopecia NOS,1
25025,Finasteride,704.09,Other alopecia,1
25025,Finasteride,704.1,Hirsutism,0
25025,Finasteride,788.1,Dysuria,0
25025,Finasteride,788.20,Retention of urine NOS,1
25025,Finasteride,788.42,Polyuria,1
25033,Cefixime,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,0
25033,Cefixime,041.10,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,0
25033,Cefixime,041.49,Other and unspecified Escherichia coli [E. coli],0
25033,Cefixime,041.6,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,0
25033,Cefixime,041.85,Other gram-negative organism infection in conditions classified elsewhere and of unspecified site,0
25033,Cefixime,098,Gonococcal infections,1
25033,Cefixime,098.89,Gonococcal infection of other specified sites,1
25033,Cefixime,136.9,Unspecified infectious and parasitic diseases,1
25033,Cefixime,382.9,Unspecified otitis media,1
25033,Cefixime,461.9,Acute sinusitis NOS,1
25033,Cefixime,462,Acute pharyngitis,1
25033,Cefixime,463,Acute tonsillitis,1
25033,Cefixime,482.9,Bacterial pneumonia NOS,0
25033,Cefixime,486,Pneumonia; organism unspecified,1
25033,Cefixime,490,Bronchitis NOS,1
25033,Cefixime,599.0,Urinary tract infection; site not specified,1
25033,Cefixime,686.8|041.9,,0
25037,cefdinir,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,0
25037,cefdinir,041.10,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,0
25037,cefdinir,041.49,Other and unspecified Escherichia coli [E. coli],0
25037,cefdinir,041.6,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,0
25037,cefdinir,041.85,Other gram-negative organism infection in conditions classified elsewhere and of unspecified site,0
25037,cefdinir,136.9,Unspecified infectious and parasitic diseases,1
25037,cefdinir,382.9,Unspecified otitis media,1
25037,cefdinir,461.9,Acute sinusitis NOS,1
25037,cefdinir,462,Acute pharyngitis,1
25037,cefdinir,463,Acute tonsillitis,1
25037,cefdinir,482.9,Bacterial pneumonia NOS,0
25037,cefdinir,486,Pneumonia; organism unspecified,1
25037,cefdinir,490,Bronchitis NOS,1
25037,cefdinir,686.8|041.9,,0
25102,Fludarabine phosphate,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
25102,Fludarabine phosphate,204.1,Lymphoid leukemia; chronic,1
25102,Fludarabine phosphate,204.10,Chronic lymphoid leukemia without mention of having achieved remission,1
25120,flunisolide,471,Nasal polyps,0
25120,flunisolide,471.0,Polyp of nasal cavity,0
25120,flunisolide,471.9,Nasal polyp NOS,0
25120,flunisolide,477.9,Allergic rhinitis NOS,1
25120,flunisolide,493,Asthma,1
25120,flunisolide,493.9,Asthma; unspecified,1
25120,flunisolide,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
25126,fluocinolone,691.8,Other atopic dermatitis,0
25126,fluocinolone,692.9,Contact dermatitis and other eczema; unspecified cause,0
25126,fluocinolone,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,0
25126,fluocinolone,698.9,Unspecified pruritic disorder,0
25138,Fluorescein,362.10,Background retinopathy; unspecified,1
25138,Fluorescein,362.9,Retinal disorder NOS,1
25138,Fluorescein,371.9,Unspecified corneal disorder,0
25190,fluphenazine decanoate,290-299.99,,0
25190,fluphenazine decanoate,295,Schizophrenic disorders,1
25190,fluphenazine decanoate,295.9,Unspecified schizophrenia,1
25190,fluphenazine decanoate,295.90,Unspecified schizophrenia; unspecified state,1
25190,fluphenazine decanoate,298.9,Unspecified psychosis,0
25255,formoterol,491,Chronic bronchitis,1
25255,formoterol,491.9,Chronic bronchitis NOS,1
25255,formoterol,493,Asthma,1
25255,formoterol,493.81,Exercise induced bronchospasm,0
25255,formoterol,493.9,Asthma; unspecified,1
25255,formoterol,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
25255,formoterol,496,Chronic airway obstruction; not elsewhere classified,1
25255,formoterol,518.89,Other diseases of lung; not elsewhere classified,1
25255,formoterol,519.11,Acute bronchospasm,1
25255,formoterol,796.4,Other abnormal clinical findings,1
25480,gabapentin,053.19,Herpes zoster with other nervous system complications,1
25480,gabapentin,296.80,Bipolar disorder NOS,0
25480,gabapentin,300.2,Phobic disorders,0
25480,gabapentin,300.20,Phobia unspecified,0
25480,gabapentin,338-338.99,,1
25480,gabapentin,345.50,Partial epilepsy without impairment of consciousness without intractable epilepsy,0
25480,gabapentin,345.9,Epilepsy; unspecified,1
25480,gabapentin,345.90,Epilepsy; unspecified; without mention of intractable epilepsy,1
25480,gabapentin,627.2,Symptomatic menopausal or female climacteric states,0
25480,gabapentin,729.2,Neuralgia; neuritis; and radiculitis; unspecified,1
25480,gabapentin,780.39,Other convulsions,1
25480,gabapentin,780.96,Generalized pain,1
25480,gabapentin,782.62,Flushing,0
25544,gallium nitrate,275.42,Hypercalcemia,0
25789,glimepiride,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
25789,glimepiride,251.2,Hypoglycemia NOS,1
25789,glimepiride,790.6,Other abnormal blood chemistry,1
25806,glubionate calcium,275.41,Hypocalcemia,0
25806,glubionate calcium,733.0,Osteoporosis,0
25806,glubionate calcium,733.00,Osteoporosis NOS,0
25806,glubionate calcium,733.01,Senile osteoporosis,0
26225,Ondansetron,303,Alcohol dependence syndrome,0
26225,Ondansetron,303.90,Other and unspecified alcohol dependence; unspecified drinking behavior,0
26225,Ondansetron,305.01,Alcohol abuse; continuous drinking behavior,0
26225,Ondansetron,787.01,Nausea with vomiting,1
26225,Ondansetron,787.02,Nausea alone,1
26225,Ondansetron,787.03,Vomiting alone,1
26237,Granisetron,787.02,Nausea alone,1
26237,Granisetron,787.03,Vomiting alone,1
26296,guanadrel,401-405.99,,0
26296,guanadrel,401.9,Hypertension NOS,0
26296,guanadrel,997.91,Hypertension,0
26412,halazepam,300.00,Anxiety state unspecified,0
26420,haloperidol decanoate,290-299.99,,0
26420,haloperidol decanoate,295,Schizophrenic disorders,0
26420,haloperidol decanoate,295.9,Unspecified schizophrenia,0
26420,haloperidol decanoate,295.90,Unspecified schizophrenia; unspecified state,0
26420,haloperidol decanoate,298.9,Unspecified psychosis,0
26420,haloperidol decanoate,307.20,Tic disorder NOS,0
26420,haloperidol decanoate,307.23,Tourette's disorder,0
26420,haloperidol decanoate,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,0
26420,haloperidol decanoate,308.2,Predominant psychomotor disturbance,0
26420,haloperidol decanoate,312.9,Unspecified disturbance of conduct,0
26420,haloperidol decanoate,787.03,Vomiting alone,0
26420,haloperidol decanoate,799.21,Nervousness (ADDED),0
26420,haloperidol decanoate,799.24,Emotional lability (ADDED),0
26422,haloprogin,110.4,Dermatophytosis of foot,0
26744,hepatitis B immune globulin,070.30,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,0
26746,Hepatitis B Vaccine,070.30,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,0
27084,homatropine,338-338.99,,0
27084,homatropine,780.96,Generalized pain,0
27169,leflunomide,714.0,Rheumatoid arthritis,1
27169,leflunomide,995.20,Unspecified adverse effect of unspecified drug; medicinal and biological substance,1
27197,hydrocortisone acetate,255.2,Adrenogenital disorders,0
27197,hydrocortisone acetate,255.41,Glucocorticoid deficiency,0
27197,hydrocortisone acetate,338-338.99,,0
27197,hydrocortisone acetate,455,Hemorrhoids,0
27197,hydrocortisone acetate,455.6,Hemorrhoids NOS,0
27197,hydrocortisone acetate,493.91,Asthma; unspecified type; with status asthmaticus,0
27197,hydrocortisone acetate,556,Ulcerative colitis,0
27197,hydrocortisone acetate,556.8,Other ulcerative colitis,0
27197,hydrocortisone acetate,556.9,Ulcerative colitis; unspecified,0
27197,hydrocortisone acetate,692.9,Contact dermatitis and other eczema; unspecified cause,0
27197,hydrocortisone acetate,698.0,Pruritus ani,0
27197,hydrocortisone acetate,709.9,Unspecified disorder of skin and subcutaneous tissue,0
27197,hydrocortisone acetate,729.0,Rheumatism; unspecified and fibrositis,0
27197,hydrocortisone acetate,780.96,Generalized pain,0
27197,hydrocortisone acetate,782.1,Rash and other nonspecific skin eruption,0
27197,hydrocortisone acetate,785.50,Shock NOS,0
27291,hydroxypropylcellulose,370.00,Corneal ulcer NOS,1
27291,hydroxypropylcellulose,370.33,Keratoconjunctivitis sicca; not specified as Sjogren's,1
27291,hydroxypropylcellulose,371.42,Recurrent erosion of cornea,1
27340,desflurane,338-338.99,,0
27340,desflurane,780.96,Generalized pain,0
27793,ioxilan,430-438.99,,0
27793,ioxilan,437.9,Unspecified cerebrovascular disease,0
27793,ioxilan,593.9,Unspecified disorder of kidney and ureter,0
27946,isometheptene,307.81,Tension headache,0
27946,isometheptene,339.1,Tension type headache,0
27946,isometheptene,339.10,Tension headache NOS,0
27946,isometheptene,346,Migraine,0
27946,isometheptene,346.9,Migraine; unspecified,0
27946,isometheptene,346.90,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,0
28004,Isosorbide Mononitrate,413,Angina pectoris,1
28004,Isosorbide Mononitrate,413.9,Other and unspecified angina pectoris,1
28004,Isosorbide Mononitrate,414.00,Coronary atherosclerosis of unspecified type of vessel; native or graft,0
28004,Isosorbide Mononitrate,428.0,Congestive heart failure (CHF) NOS,0
28004,Isosorbide Mononitrate,530.5,Dyskinesia of esophagus,0
28004,Isosorbide Mononitrate,530.81,Esophageal reflux,0
28004,Isosorbide Mononitrate,782.5,Cyanosis,0
28004,Isosorbide Mononitrate,786.50,Unspecified chest pain,1
28004,Isosorbide Mononitrate,977.9,Poisoning by unspecified drug or medicinal substance,0
28031,Itraconazole,085,Leishmaniasis,0
28031,Itraconazole,085.9,Leishmaniasis NOS,0
28031,Itraconazole,110-118.99,,1
28031,Itraconazole,110.1,Dermatophytosis of nail,1
28031,Itraconazole,112,Candidiasis,1
28031,Itraconazole,112.0,Candidiasis of mouth,0
